lake_id,site_id,visit,Precipitation_Sum_m,Wind_Speed_Mean_ms
1.000000000000000,1,1.000000000000000,0.015875528000000,1.528907965729158
1.000000000000000,19,1.000000000000000,0.015876383000000,1.577953818380388
1.000000000000000,2,1.000000000000000,0.021393365000000,1.694799840357837
1.000000000000000,20,1.000000000000000,0.015876383000000,1.577953818380388
1.000000000000000,21,1.000000000000000,0.015865216000000,1.528790807963278
1.000000000000000,22,1.000000000000000,0.015876383000000,1.577953818380388
1.000000000000000,23,1.000000000000000,0.015876383000000,1.577953818380388
1.000000000000000,24,1.000000000000000,0.015876383000000,1.577953818380388
1.000000000000000,3,1.000000000000000,0.021393365000000,1.694799840357837
1.000000000000000,4,1.000000000000000,0.021189672000000,1.676181447950065
1.000000000000000,5,1.000000000000000,0.015875528000000,1.528907965729158
1.000000000000000,6,1.000000000000000,0.021393365000000,1.694799840357837
1.000000000000000,7,1.000000000000000,0.021189672000000,1.676181447950065
1.000000000000000,8,1.000000000000000,0.021393365000000,1.694799840357837
1.000000000000000,9,1.000000000000000,0.015876383000000,1.577953818380388
2.000000000000000,1,1.000000000000000,0.019555615000000,1.694673485433273
2.000000000000000,10,1.000000000000000,0.025376567000000,1.988492636740184
2.000000000000000,11,1.000000000000000,0.026112588000000,1.960788652178209
2.000000000000000,12,1.000000000000000,0.013903500000000,1.764269107202438
2.000000000000000,13,1.000000000000000,0.013902646000000,1.753750791797406
2.000000000000000,14,1.000000000000000,0.013878477000000,1.710582333422356
2.000000000000000,15,1.000000000000000,0.026112588000000,1.960788652178209
2.000000000000000,16,1.000000000000000,0.013903500000000,1.747215604997514
2.000000000000000,17,1.000000000000000,0.015501361000000,1.629405814464037
2.000000000000000,18,1.000000000000000,0.015501361000000,1.629405814464037
2.000000000000000,19,1.000000000000000,0.013903500000000,1.747215604997514
2.000000000000000,2,1.000000000000000,0.013902646000000,1.753750791797406
2.000000000000000,20,1.000000000000000,0.026112588000000,1.960788652178209
2.000000000000000,3,1.000000000000000,0.019555615000000,1.694673485433273
2.000000000000000,4,1.000000000000000,0.026112588000000,1.960788652178209
2.000000000000000,5,1.000000000000000,0.015502643000000,1.598364211403249
2.000000000000000,6,1.000000000000000,0.013902646000000,1.768111209240034
2.000000000000000,7,1.000000000000000,0.019555615000000,1.694673485433273
2.000000000000000,8,1.000000000000000,0.026112588000000,1.929860859751069
2.000000000000000,9,1.000000000000000,0.013903500000000,1.764269107202438
3.000000000000000,1,1.000000000000000,0.001690943000000,1.861336908029129
