"lake_id","visit","ch4_ebullition_lake","ch4_ebullition_lake_units","ch4_diffusion_lake","ch4_diffusion_lake_units","ch4_total_lake","ch4_total_lake_units","co2_ebullition_lake","co2_ebullition_lake_units","co2_diffusion_lake","co2_diffusion_lake_units","co2_total_lake","co2_total_lake_units","ch4_ebullition_std_error_lake","ch4_diffusion_std_error_lake","ch4_total_std_error_lake","co2_ebullition_std_error_lake","co2_diffusion_std_error_lake","co2_total_std_error_lake","ch4_ebullition_margin_of_error_lake","ch4_diffusion_margin_of_error_lake","ch4_total_margin_of_error_lake","co2_ebullition_margin_of_error_lake","co2_diffusion_margin_of_error_lake","co2_total_margin_of_error_lake","ch4_ebullition_lcb95pct_lake","ch4_diffusion_lcb95pct_lake","ch4_total_lcb95pct_lake","co2_ebullition_lcb95pct_lake","co2_diffusion_lcb95pct_lake","co2_total_lcb95pct_lake","ch4_ebullition_ucb95pct_lake","ch4_diffusion_ucb95pct_lake","ch4_total_ucb95pct_lake","co2_ebullition_ucb95pct_lake","co2_diffusion_ucb95pct_lake","co2_total_ucb95pct_lake","buoyf","buoyf_units","thermdep2","thermdep2_units"
1,1,264.175771035159,"mg CH4 m-2 d-1",13.5602682759283,"mg CH4 m-2 d-1",268.434717897696,"mg CH4 m-2 d-1",4.3979899181305,"mg CO2 m-2 d-1",2513.50940715317,"mg CO2 m-2 d-1",2516.08694311987,"mg CO2 m-2 d-1",3.95252243978523,0.0589861118103946,4.22401673300566,0.0884584949825978,27.7931994916735,27.7838386044057,7.74680163006543,0.115610654736426,8.27892066678564,0.173375464292509,54.4736700188171,54.4553230169088,3.26052216306618,0.449400523427253,2.90585924561836,0.00987411562959545,50.2558886125652,50.3816329464192,18.754125423197,0.680621832900105,19.4637005791896,0.356625044214613,159.203228650199,159.292278980237,0,"s-2",3.5,"meters"
10,1,16.1491233999091,"mg CH4 m-2 d-1",43.3644387028996,"mg CH4 m-2 d-1",59.5135621028087,"mg CH4 m-2 d-1",0.402558232795157,"mg CO2 m-2 d-1",1732.96099840804,"mg CO2 m-2 d-1",1733.35285752563,"mg CO2 m-2 d-1",0.24699574770981,0.213299536023074,0.311090395096409,0.00775874194933744,9.28897176548165,9.28431617467592,0.48410276984577,0.418059408524329,0.609725970325297,0.0152068547860415,18.2060501137535,18.1969253234475,0.18877737181711,1.38879220409649,1.8700057839584,0.00156640491375672,54.0006581532482,54.0261104067872,1.15698291150865,2.22491102114515,3.08945772460899,0.0319801144858397,90.4127583807552,90.4199610536822,0,"s-2",NA,"meters"
100,1,3.71015804405617,"mg CH4 m-2 d-1",24.5628860059006,"mg CH4 m-2 d-1",28.5380553388179,"mg CH4 m-2 d-1",0.0889323095491581,"mg CO2 m-2 d-1",899.831566641978,"mg CO2 m-2 d-1",899.92609516671,"mg CO2 m-2 d-1",0.0794146335196507,0.0896218581154461,0.162889815557337,0.00194020683660659,3.22495909616722,3.22619162043403,0.155649821543963,0.175655614133833,0.319258171940752,0.0038027355223073,6.3208036801026,6.32321938327561,-0.00105990304162215,0.847797969445359,0.869827467176662,-9.72226244257092e-05,31.1721782633131,31.1737012486706,0.310239740046303,1.19910919771303,1.50834381105817,0.00750824842018889,43.8137856235183,43.8201400152219,-0.00013295176900349,"s-2",4.56976549447732,"meters"
1000,1,176.916796427516,"mg CH4 m-2 d-1",56.4233691347507,"mg CH4 m-2 d-1",218.614046792172,"mg CH4 m-2 d-1",4.65368117132052,"mg CO2 m-2 d-1",5821.06412064244,"mg CO2 m-2 d-1",5825.46827741257,"mg CO2 m-2 d-1",0.990130461746025,0.58233988434852,0.984112416214286,0.0243471250263712,30.7895416111653,30.78111015051,1.94062004501822,1.14136520008432,1.92882489251869,0.0477194881787813,60.3463926583814,60.3298672991599,5.4309131394616,1.20960851386363,7.18009372382179,0.146183893959574,182.19794570172,182.397977593031,9.31215322949804,3.49233891403227,11.0377435088592,0.241622870317136,302.890731018483,303.05771219135,0.0015249932785398,"s-2",9.00893448089863,"meters"
1001,1,84.0409993824842,"mg CH4 m-2 d-1",40.7781396650409,"mg CH4 m-2 d-1",118.840797392713,"mg CH4 m-2 d-1",1.86812303602017,"mg CO2 m-2 d-1",-1016.61081449617,"mg CO2 m-2 d-1",-1014.77128950066,"mg CO2 m-2 d-1",0.737240290051452,0.16349708852985,0.804447368195368,0.00732587159144441,10.7527558192605,10.7522314854624,1.44496441645271,0.320448405095663,1.57668786912095,0.0143584444745962,21.075014140304,21.0739864649439,2.0567438911508,1.37864074761438,3.3750120222421,0.0634800153595777,-63.4337980776444,-63.3561235274713,4.94667272405622,2.0195375578057,6.528387760484,0.09219690430877,-21.2837697970364,-21.2081505975834,0.00199870642733677,"s-2",2.384345294216,"meters"
1002,1,3.76700033600331,"mg CH4 m-2 d-1",30.8598051046163,"mg CH4 m-2 d-1",34.6268054406196,"mg CH4 m-2 d-1",0.247589391009693,"mg CO2 m-2 d-1",4634.17505484655,"mg CO2 m-2 d-1",4634.42264423756,"mg CO2 m-2 d-1",0.0711570340723236,0.173033991112669,0.177066924885745,0.00485737770057203,16.4004340650458,16.4017920582634,0.139465224028444,0.339140390682056,0.347044795629319,0.00952028535242916,32.1442600983136,32.1469217161113,0.0174931233050276,0.946684822010289,1.0957387643965,0.000795939272974715,160.946367186959,160.954021793787,0.296423571361915,1.6249656033744,1.78982835565514,0.019836509977833,225.234887383586,225.24786522601,-8.2313052884182e-05,"s-2",7.24756742355507,"meters"
1003,1,80.6969972469968,"mg CH4 m-2 d-1",45.3936774971548,"mg CH4 m-2 d-1",126.090674744152,"mg CH4 m-2 d-1",1.2758088695285,"mg CO2 m-2 d-1",-1244.54439593688,"mg CO2 m-2 d-1",-1243.26858706735,"mg CO2 m-2 d-1",1.32557030284171,0.249172024055189,1.32498584404906,0.0196710913985456,7.16550814062054,7.16030183651122,2.59807005254561,0.488368193103118,2.59692453436156,0.038554630677745,14.0441378865448,14.033933717998,0.764304832745928,1.403035035945,2.65685357997809,0.0146040722192759,-65.9001543839148,-65.8367915124709,5.96044493783714,2.37977142215124,7.85070264870121,0.0917133335747658,-37.8118786108251,-37.7689240764749,0.00218597303276414,"s-2",10.2939606593502,"meters"
1004,1,9.2191840070686,"mg CH4 m-2 d-1",20.5308380598487,"mg CH4 m-2 d-1",30.1251716474673,"mg CH4 m-2 d-1",0.452992445969282,"mg CO2 m-2 d-1",-1218.92723748232,"mg CO2 m-2 d-1",-1218.47424503635,"mg CO2 m-2 d-1",0.230066453090841,0.0804834014589475,0.242012985166206,0.0113562533788365,10.3762473407035,10.3851223817652,0.450921962108921,0.157744568212815,0.474336734716789,0.0222578476218308,20.3370710824584,20.3544658433006,-0.06678929514773,0.697707017614216,0.780878750594346,-0.00338316237311066,-71.1257059775549,-71.1242260531484,0.835054629070113,1.01319615403985,1.72955222002792,0.0411325328705509,-30.4515638126381,-30.4152943665472,-3.03735910326437e-05,"s-2",5.5,"meters"
1005,1,127.012521365862,"mg CH4 m-2 d-1",10.0613320964624,"mg CH4 m-2 d-1",61.9353890223071,"mg CH4 m-2 d-1",1.38660673828595,"mg CO2 m-2 d-1",316.246527550335,"mg CO2 m-2 d-1",290.880049671611,"mg CO2 m-2 d-1",2.9026794613902,0.0480324059053505,0.723053107407666,0.0203816554750309,4.45514669612987,4.92528762673005,5.68914720298891,0.094141785665296,1.4171580494288,0.0399473106763641,8.73192707025716,9.65338636189165,-0.396958812744672,0.325080385020636,1.163483159834,0.0178279700855504,4.44501157767347,2.46661570775879,10.9813355932331,0.513363956351228,3.99779925869159,0.0977225914382786,21.9088657181878,21.7733884315421,0.00358644851610432,"s-2",9.464968712414,"meters"
1006,1,405.706523445333,"mg CH4 m-2 d-1",41.6773650022584,"mg CH4 m-2 d-1",358.936118307101,"mg CH4 m-2 d-1",2.64583429228962,"mg CO2 m-2 d-1",83.4928490633854,"mg CO2 m-2 d-1",88.3413797946585,"mg CO2 m-2 d-1",8.92892792740266,0.334790930151348,9.72416734796824,0.0688787381282814,3.52244071773709,3.53017929832348,17.5003771582631,0.656178165447307,19.0590177816581,0.134999846031997,6.90385694444211,6.91902428368291,-0.5959386813742,1.08037870964679,-4.10334618552892,-0.0247567505199298,-3.42498823346772,-3.23813345890547,34.404815635152,2.39273504054141,34.0146893777873,0.245242941544065,10.3827256554165,10.5999151084603,0.00254309284622588,"s-2",7.1953524357177,"meters"
